sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.0126;4.3056;8.9862;-0.0831;4.3736;8.777;0.0153;-0.0625;0.2897;0.0529;-0.1402;0.0803;89.0;-21.36;-115.43;-66.03;163.62;-26.49;0.54;5.0;34.507;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 23;7;2018-04-03 08:07:41:672
1.0522;4.4181;8.549;0.3771;4.4599;8.7257;0.6919;-9.0E-4;-0.0189;-0.2065;-0.3698;-0.4078;95.0;-25.64;-118.06;-64.19;162.91;-27.05;-2.47;5.0;34.308;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 23;506;2018-04-03 08:07:42:171
-2.1183;3.6901;6.9194;-0.73;5.7076;7.9411;-1.5767;-1.7303;-1.189;-0.348;0.3199;1.8161;26.0;-24.9;-115.98;-66.29;151.68;-35.59;5.25;5.0;36.61;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 23;1007;2018-04-03 08:07:42:672
-2.1368;5.0414;14.1565;-1.2524;5.1044;8.2793;-0.6814;-0.0164;4.0478;-0.0927;0.5505;-0.2069;30.0;-16.02;-116.46;-65.69;158.83;-31.37;8.6;5.0;47.652;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 23;1507;2018-04-03 08:07:43:172
-2.397;4.1393;8.5071;-2.3591;4.1621;8.5605;-0.0807;0.0136;0.0233;-0.0028;0.001;0.0031;62.0;-7.63;-113.69;-64.05;162.41;-25.11;15.41;5.0;43.152;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 23;2006;2018-04-03 08:07:43:671
-2.3498;4.1453;8.4413;-2.3891;4.1705;8.5481;0.0214;-4.0E-4;-0.0705;-0.002;0.0012;0.0034;62.0;-9.84;-114.05;-64.34;161.02;-25.17;15.62;5.0;34.726;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 23;2506;2018-04-03 08:07:44:171
-2.3701;4.1304;8.4784;-2.4291;4.1766;8.5338;0.048;-0.0282;6.0E-4;-0.001;4.0E-4;0.003;85.0;-10.49;-114.18;-64.44;160.91;-25.21;15.77;5.0;36.971;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 23;3007;2018-04-03 08:07:44:672
-2.4114;4.1549;8.4293;-2.4391;4.1772;8.5307;0.0311;-0.0276;0.0331;4.0E-4;0.001;0.0039;85.0;-10.96;-114.59;-64.39;160.4;-25.21;15.96;5.0;33.375;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 23;3506;2018-04-03 08:07:45:171
-2.1829;4.1992;7.2736;-2.4434;4.1786;8.5287;-0.177;6.0E-4;0.0765;-0.001;-6.0E-4;0.0033;85.0;-11.08;-114.67;-64.71;160.11;-25.22;15.99;5.0;35.4;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;13 / 23;4006;2018-04-03 08:07:45:671
-2.3713;4.1567;8.4652;-2.4427;4.1737;8.5313;-0.0718;-0.0093;0.1222;-0.0016;-0.0018;0.003;85.0;-11.74;-115.26;-64.04;159.81;-25.19;15.98;5.0;34.984;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;13 / 23;4506;2018-04-03 08:07:46:171
-2.3905;4.1872;9.1932;-2.266;4.2167;8.5589;-0.0757;-0.0786;0.513;0.019;-0.091;-0.1216;77.0;-18.71;-117.23;-60.51;157.13;-25.18;16.0;5.0;34.846;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 23;5007;2018-04-03 08:07:46:672
9.0741;3.6099;0.7214;4.1411;5.5031;6.9813;4.3576;-2.11;-6.2732;-1.4058;-5.7818;2.6517;66.0;-29.41;-134.91;-55.4;182.32;-34.14;-30.68;5.0;51.108;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 23;5506;2018-04-03 08:07:47:171
2.4263;4.7932;8.0201;2.3542;4.839;8.1983;0.1408;-0.0386;-0.0949;-0.0037;0.0013;0.0042;58.0;-41.81;-138.6;-52.91;164.05;-29.57;-16.02;5.0;36.686;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 23;6007;2018-04-03 08:07:47:672
2.4885;4.7459;8.1487;2.3645;4.8253;8.2034;0.129;-0.0363;-0.034;-0.0016;0.0016;0.0035;51.0;-40.86;-134.76;-55.38;164.3;-29.47;-16.08;5.0;33.75;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 23;6507;2018-04-03 08:07:48:172
2.4526;4.7878;8.2032;2.3719;4.8063;8.2125;0.0585;0.0011;0.0705;-1.0E-4;3.0E-4;0.0045;47.0;-40.27;-134.14;-55.91;164.93;-29.35;-16.11;5.0;34.556;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 23;7006;2018-04-03 08:07:48:671
2.4514;4.7537;8.1906;2.3752;4.8064;8.2114;0.093;-0.0462;0.0556;-0.0036;4.0E-4;0.0043;42.0;-40.66;-133.52;-56.86;164.41;-29.35;-16.13;5.0;42.501;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 23;7506;2018-04-03 08:07:49:171
2.3192;4.8913;8.2104;2.3744;4.8054;8.2122;-0.1162;0.0824;-0.0691;-1.0E-4;5.0E-4;0.0042;44.0;-43.23;-130.74;-60.81;162.99;-29.34;-16.13;5.0;39.043;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 23;8007;2018-04-03 08:07:49:672
2.3413;4.7226;8.2421;2.3743;4.8007;8.215;0.106;0.0301;-0.1868;-0.0016;0.0011;0.0037;46.0;-43.38;-130.03;-60.48;162.73;-29.31;-16.12;5.0;42.312;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 23;8507;2018-04-03 08:07:50:172
2.2911;4.798;8.1517;2.3815;4.7952;8.2161;-0.1009;0.0028;-0.1076;1.0E-4;-8.0E-4;0.0047;47.0;-41.15;-131.92;-57.1;164.15;-29.27;-16.16;5.0;42.787;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 23;9007;2018-04-03 08:07:50:672
2.2199;4.8356;8.2181;2.3756;4.7975;8.2165;-0.0944;0.007;-0.0207;-0.0013;2.0E-4;0.0039;39.0;-41.31;-131.56;-57.11;164.15;-29.27;-16.16;5.0;32.809;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 23;9507;2018-04-03 08:07:51:172
2.3389;4.6939;8.1757;2.3717;4.7928;8.2204;0.0165;-0.1244;0.0387;6.0E-4;-0.001;0.0038;46.0;-41.04;-131.43;-57.03;163.95;-29.3;-16.13;5.0;32.762;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 23;10006;2018-04-03 08:07:51:671
2.3084;4.5832;8.3294;2.3657;4.7244;8.2616;0.0586;-0.1438;0.1269;0.0025;0.0033;0.0099;46.0;-40.76;-132.17;-57.26;164.1;-29.26;-16.09;5.0;33.279;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 23;10506;2018-04-03 08:07:52:171
2.3096;4.7716;8.2654;2.3609;4.7343;8.2573;0.0037;-0.0221;0.061;0.0041;0.0046;0.0125;48.0;-41.22;-132.03;-57.21;164.16;-28.87;-15.96;5.0;33.561;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 23;11006;2018-04-03 08:07:52:671
2.3671;4.8572;8.2714;2.3606;4.7584;8.2435;-0.0393;0.0801;-0.0288;0.0017;0.0063;0.0112;48.0;-40.62;-132.7;-57.09;164.31;-28.87;-15.96;5.0;33.841;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 23;11506;2018-04-03 08:07:53:171
2.2289;4.7986;8.2379;2.3566;4.7914;8.2255;-0.0433;-0.0483;0.0375;0.0055;0.0063;0.0119;51.0;-40.67;-132.23;-56.93;164.03;-29.25;-15.99;5.0;33.81;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 23;12007;2018-04-03 08:07:53:672
2.3563;4.7794;8.1625;2.3557;4.786;8.229;-0.0166;-0.0087;-0.0601;0.0049;0.0067;0.0135;51.0;-41.04;-132.53;-57.04;164.2;-29.21;-15.97;5.0;33.634;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 23;12506;2018-04-03 08:07:54:171
2.3725;4.582;8.4084;2.3451;4.6894;8.2874;0.0172;-0.0708;0.0661;0.0072;0.0088;0.0182;53.0;-40.95;-131.9;-56.98;164.07;-28.93;-15.87;5.0;34.045;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 24;13006;2018-04-03 08:07:54:671
2.1613;4.5826;8.2989;2.3451;4.6237;8.3242;-0.1073;-0.0723;-0.0226;0.0035;0.0211;0.0185;55.0;-41.01;-132.1;-57.14;164.16;-28.57;-15.8;5.0;34.168;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 24;13507;2018-04-03 08:07:55:172
2.2361;4.8327;8.1697;2.3231;4.6689;8.3051;0.13;0.1953;-0.1019;0.0128;0.006;0.0271;55.0;-42.08;-130.78;-57.79;163.52;-27.94;-15.54;5.0;33.696;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 24;14006;2018-04-03 08:07:55:671
2.33;4.853;8.1565;2.3206;4.7728;8.2465;0.008;0.2336;-0.1465;0.0127;0.0076;0.0242;55.0;-42.86;-130.38;-58.23;162.35;-29.12;-15.72;5.0;33.618;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 24;14506;2018-04-03 08:07:56:171
2.3449;4.6418;8.4215;2.3236;4.8393;8.2069;0.1105;-0.1904;0.2723;0.0079;0.0103;0.0246;46.0;-42.9;-130.67;-58.09;162.35;-29.63;-15.78;5.0;32.964;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 24;15006;2018-04-03 08:07:56:671
2.3431;4.6418;8.2624;2.3244;4.7672;8.2487;-0.0728;-0.106;0.025;0.007;0.0101;0.0336;46.0;-43.53;-130.05;-58.36;161.74;-29.09;-15.74;5.0;32.853;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 24;15507;2018-04-03 08:07:57:172
2.2516;4.9015;8.406;2.3642;4.7139;8.268;-0.1843;0.1338;0.1161;0.0056;0.0057;0.0416;41.0;-44.02;-129.9;-58.54;162.05;-28.76;-15.86;5.0;34.277;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 24;16007;2018-04-03 08:07:57:672
2.2869;5.0582;8.1392;2.3822;4.7641;8.234;-0.0049;0.2337;-0.0378;0.0066;0.0228;0.0337;41.0;-44.98;-129.68;-58.35;161.39;-29.07;-16.14;5.0;34.035;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 24;16507;2018-04-03 08:07:58:172
2.2708;5.0995;7.9807;2.3535;4.9954;8.1042;0.0101;0.0885;-0.1131;0.0085;0.0084;0.04;33.0;-45.26;-129.78;-58.68;160.75;-30.62;-16.19;5.0;34.153;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 24;17007;2018-04-03 08:07:58:672
2.3665;4.8428;8.266;2.3917;5.0045;8.0874;0.1027;-0.17;0.1647;0.0032;0.0151;0.039;33.0;-45.36;-129.71;-58.91;160.93;-30.68;-16.47;5.0;33.458;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 24;17506;2018-04-03 08:07:59:171
2.5681;4.9248;8.0752;2.4369;4.9509;8.1069;0.0683;0.0096;-0.0545;0.0055;0.017;0.0361;33.0;-45.51;-129.81;-59.26;160.63;-30.32;-16.73;5.0;33.795;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 24;18007;2018-04-03 08:07:59:672
2.4221;5.0498;8.0058;2.4154;4.9541;8.1113;-0.1371;0.0953;-0.0339;0.0086;0.0168;0.026;33.0;-45.39;-129.47;-59.41;160.98;-30.34;-16.58;5.0;32.982;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 24;18507;2018-04-03 08:08:00:172
2.382;4.8703;8.2128;2.3905;4.8857;8.16;0.0649;-0.0355;0.0901;0.0089;0.0238;0.0252;37.0;-45.27;-129.85;-59.46;161.22;-29.88;-16.33;5.0;32.912;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 24;19006;2018-04-03 08:08:00:671
2.2995;4.996;8.0393;2.361;4.916;8.1504;-0.0788;0.0281;-0.0593;0.007;0.0171;0.0264;33.0;-45.31;-129.97;-60.06;161.06;-30.09;-16.16;5.0;33.754;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 24;19507;2018-04-03 08:08:01:172
2.6351;5.0857;8.0901;2.4138;4.9123;8.1372;0.2138;0.2322;-0.1103;0.0082;0.0035;0.004;52.0;-45.14;-129.87;-59.86;161.36;-30.06;-16.52;5.0;34.137;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 24;20006;2018-04-03 08:08:01:671
2.6219;4.9236;8.1045;2.425;4.9659;8.1012;0.17;-0.0058;0.0132;0.0033;0.0018;-0.0094;52.0;-45.22;-130.13;-60.04;161.28;-30.42;-16.66;5.0;34.463;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 24;20507;2018-04-03 08:08:02:172
2.3443;4.8817;8.3468;2.449;4.8523;8.1626;-0.1708;0.0914;0.1259;6.0E-4;-0.0136;-0.0205;45.0;-44.95;-130.21;-59.97;161.69;-29.66;-16.7;5.0;34.077;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 24;21007;2018-04-03 08:08:02:672
2.3186;4.9972;8.0746;2.4364;4.9067;8.1338;-0.2223;0.1237;0.0175;-0.0045;-0.0085;-0.0435;40.0;-44.69;-130.59;-59.93;161.68;-30.02;-16.68;5.0;33.75;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 24;21507;2018-04-03 08:08:03:172
2.5262;5.1258;8.0441;2.3864;5.0141;8.0829;0.1528;0.123;-0.0607;-0.011;-0.0287;-0.0437;55.0;-44.11;-131.62;-59.99;162.01;-30.75;-16.45;5.0;33.515;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;13 / 24;22007;2018-04-03 08:08:03:672
2.4221;4.9607;7.9561;2.3463;5.0358;8.0812;0.0151;-0.0362;-0.2187;-0.0231;-0.0519;-0.0724;49.0;-43.76;-131.99;-59.96;161.74;-30.9;-16.19;5.0;34.495;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;13 / 24;22507;2018-04-03 08:08:04:172
2.1649;5.1336;8.0488;2.3437;5.0468;8.0751;-0.2358;0.0647;0.0209;-0.0239;-0.062;-0.0822;47.0;-43.29;-133.03;-59.8;162.56;-30.97;-16.18;5.0;32.766;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 24;23007;2018-04-03 08:08:04:672
2.2211;4.8781;8.1362;2.3125;5.0411;8.0876;0.0233;-0.2021;0.0955;-0.0332;-0.0484;-0.0856;47.0;-42.79;-133.81;-59.13;162.5;-30.93;-15.96;5.0;33.171;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 24;23507;2018-04-03 08:08:05:172
2.178;5.0331;8.1494;2.2347;4.9148;8.1867;0.0039;0.0633;0.0092;-0.0452;-0.04;-0.1095;47.0;-42.25;-134.58;-59.22;163.2;-30.08;-15.27;5.0;34.189;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 24;24007;2018-04-03 08:08:05:672
2.0799;4.8991;8.1942;2.1375;4.9431;8.1955;0.0998;-0.0491;-0.1385;-0.0579;-0.0353;-0.1229;44.0;-41.66;-134.64;-59.34;162.66;-30.27;-14.62;5.0;33.26;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 24;24506;2018-04-03 08:08:06:171
1.9537;4.789;8.3354;2.0749;4.8462;8.2692;-0.1302;-0.0474;-0.1335;-0.0356;-0.0776;-0.1124;44.0;-40.39;-136.15;-60.02;164.05;-29.62;-14.09;5.0;32.851;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 24;25006;2018-04-03 08:08:06:671
1.6325;4.8165;8.5346;2.0402;4.7672;8.3236;-0.4036;0.0652;0.4041;-0.0563;-0.0625;-0.1229;47.0;-39.86;-136.68;-59.89;164.19;-29.09;-13.77;5.0;34.574;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 24;25507;2018-04-03 08:08:07:172
2.19;5.06;8.0925;2.0879;4.751;8.321;0.0726;0.2764;0.0616;-0.0448;-0.0442;-0.0801;47.0;-38.87;-137.46;-60.18;165.08;-28.87;-14.06;5.0;34.539;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 24;26007;2018-04-03 08:08:07:672
2.056;5.0378;8.2116;2.1023;4.7227;8.3335;0.0393;0.3227;-0.1621;-0.0314;-0.0507;-0.0568;47.0;-38.45;-137.66;-60.05;165.82;-28.98;-14.09;5.0;33.032;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 24;26506;2018-04-03 08:08:08:171
2.2319;4.7692;8.3043;2.1227;4.7927;8.2882;-0.0888;-0.0229;-0.1876;-0.0266;-0.0405;-0.0441;47.0;-37.96;-137.96;-59.74;165.83;-29.07;-14.15;5.0;33.669;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 24;27006;2018-04-03 08:08:08:671
2.3216;4.6909;8.1535;2.1878;4.726;8.3096;0.0482;-0.0488;-0.0886;-0.0207;-0.032;-0.0413;47.0;-38.08;-138.35;-59.99;166.33;-28.81;-14.75;5.0;32.17;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 24;27507;2018-04-03 08:08:09:172
2.1128;4.6317;8.3689;2.2471;4.636;8.3444;-0.0999;0.0626;0.0679;-0.0233;-0.0285;-0.049;47.0;-37.71;-138.2;-59.87;166.67;-28.33;-15.01;5.0;33.376;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;16 / 24;28006;2018-04-03 08:08:09:671
2.4227;4.5545;8.2193;2.2614;4.6086;8.3556;-0.0213;-0.1124;0.2255;-0.0238;-0.0246;-0.0506;47.0;-37.08;-138.38;-60.08;167.45;-28.03;-15.14;5.0;33.646;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;16 / 24;28507;2018-04-03 08:08:10:172
2.1409;4.7292;8.4084;2.249;4.6122;8.357;0.0152;0.1147;0.0233;-0.019;-0.0278;-0.053;47.0;-37.09;-138.64;-60.1;167.63;-27.84;-15.15;5.0;32.789;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;16 / 24;29007;2018-04-03 08:08:10:672
2.2923;4.6364;8.4221;2.2372;4.6144;8.359;0.0313;0.0326;0.0532;-0.017;-0.0248;-0.0488;47.0;-36.27;-139.35;-60.21;168.05;-28.07;-14.98;5.0;33.094;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;16 / 24;29507;2018-04-03 08:08:11:172
2.0189;5.0941;8.2044;2.142;4.8059;8.2756;-0.1314;0.3773;-0.0643;-0.0068;-0.019;-0.0335;44.0;-36.09;-139.58;-60.03;167.89;-28.49;-14.76;5.0;32.486;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;16 / 24;30006;2018-04-03 08:08:11:671
2.4113;4.2775;8.5836;2.1462;4.8058;8.2746;0.158;-0.5567;0.3412;0.0015;-0.006;0.0049;68.0;-35.69;-139.58;-60.35;167.49;-29.34;-14.54;5.0;33.618;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;16 / 24;30507;2018-04-03 08:08:12:172
2.4341;4.5413;8.5836;2.1779;4.7636;8.2907;0.1612;-0.1857;0.2844;-0.0035;0.0045;0.0054;55.0;-35.98;-139.56;-60.55;167.67;-29.23;-14.62;5.0;45.994;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 23;31007;2018-04-03 08:08:12:672
2.3132;4.5425;8.4586;2.2045;4.7084;8.3151;0.0296;-0.1471;0.0741;-0.0018;-0.0014;0.0027;55.0;-36.44;-139.08;-60.12;167.78;-28.69;-14.85;5.0;35.121;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 23;31507;2018-04-03 08:08:13:172
2.3551;4.5623;8.4227;2.2624;4.6538;8.3303;0.026;-0.068;0.0093;1.0E-4;-0.0045;-0.0039;49.0;-36.25;-139.43;-60.37;168.12;-28.33;-15.19;5.0;35.849;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 23;32007;2018-04-03 08:08:13:672
2.5477;4.4929;8.4706;2.2705;4.621;8.3464;0.1656;-0.0862;0.1081;-8.0E-4;-0.0045;-0.0017;57.0;-36.33;-139.56;-59.87;168.31;-28.11;-15.22;5.0;35.989;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 23;32506;2018-04-03 08:08:14:171
2.1236;4.8841;8.0842;2.2762;4.651;8.3281;-0.01;0.209;-0.1528;-0.004;-0.0056;-0.002;42.0;-36.22;-139.8;-59.53;168.3;-28.31;-15.29;5.0;37.702;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;13 / 19;33006;2018-04-03 08:08:14:671
2.3802;5.0157;8.0088;2.3179;4.7462;8.2627;0.2023;0.2516;-0.2072;-0.012;-0.0232;-0.0251;45.0;-36.04;-140.3;-59.21;168.29;-28.95;-15.67;5.0;39.209;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;13 / 19;33506;2018-04-03 08:08:15:171
2.7314;4.9565;8.2092;2.4736;4.9004;8.1264;0.2285;0.0604;0.0799;-0.0289;-0.0544;-0.0714;52.0;-35.34;-140.46;-59.49;169.5;-29.98;-16.93;5.0;35.048;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;13 / 19;34007;2018-04-03 08:08:15:672
2.519;4.9912;8.1517;2.5329;4.91;8.1023;0.154;0.0677;0.0966;-0.047;-0.1109;-0.1689;62.0;-35.0;-140.63;-59.45;169.89;-30.04;-17.36;5.0;33.684;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;13 / 19;34506;2018-04-03 08:08:16:171
2.7798;4.9834;8.135;2.5092;4.9387;8.0922;0.2808;0.4594;-0.8602;-0.0631;-0.1142;-0.2254;67.0;-32.98;-141.81;-59.95;171.21;-30.24;-17.23;5.0;33.916;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;13 / 22;35007;2018-04-03 08:08:16:672
2.6805;5.6019;8.0183;2.4677;5.0254;8.0515;0.216;0.5197;-0.5108;-0.0712;-0.1529;-0.2878;57.0;-31.13;-142.61;-60.06;172.26;-30.83;-17.04;5.0;39.485;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;13 / 22;35507;2018-04-03 08:08:17:172
3.4666;5.0749;7.8227;2.5797;5.0304;8.0131;0.5659;0.0188;-0.746;-0.1151;-0.1892;-0.3524;45.0;-27.48;-142.5;-61.04;175.48;-30.86;-17.85;5.0;41.427;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 22;36007;2018-04-03 08:08:17:672
3.6556;5.0187;7.7695;2.615;5.0413;7.9949;0.5037;0.0794;0.1054;-0.1095;-0.1923;-0.3335;40.0;-25.86;-142.38;-61.82;176.44;-30.94;-18.11;5.0;40.573;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 22;36506;2018-04-03 08:08:18:171
3.6083;4.4869;7.1043;2.7319;5.0068;7.9774;0.9876;-0.2113;0.7981;-0.0816;-0.1619;-0.2939;40.0;-22.45;-141.78;-63.51;179.95;-30.7;-18.9;5.0;43.003;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 23;37007;2018-04-03 08:08:18:672
2.6811;4.8338;8.0548;2.6451;5.0386;7.9866;-0.2618;0.1996;0.3368;-0.0402;-0.1457;-0.1937;40.0;-21.31;-141.26;-64.32;180.12;-30.92;-18.32;5.0;43.813;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 23;37507;2018-04-03 08:08:19:172
2.8199;4.7992;6.4965;2.7748;5.0661;7.925;0.3707;-0.4167;0.3025;-0.051;-0.1169;-0.1256;42.0;-19.16;-139.91;-65.37;182.39;-31.1;-19.3;5.0;42.413;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 23;38007;2018-04-03 08:08:19:672
3.7884;4.774;8.7476;2.7747;4.863;8.0513;-0.755;-0.0788;-0.0308;-0.0617;-0.1041;-0.0551;38.0;-19.14;-138.7;-66.61;182.57;-29.73;-19.02;5.0;41.65;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 23;38507;2018-04-03 08:08:20:172
2.7302;4.8183;9.0012;2.732;4.7244;8.1478;0.6522;0.1817;0.6168;-0.0145;0.0407;-0.0484;56.0;-19.14;-137.82;-68.47;182.37;-28.8;-18.54;5.0;43.785;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;12 / 21;39007;2018-04-03 08:08:20:672
3.14;3.7786;7.5649;2.7812;4.8505;8.0566;0.0868;-0.8962;-0.817;0.0945;0.0276;-0.0288;53.0;-19.56;-137.86;-67.97;182.21;-29.64;-19.05;5.0;47.094;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;12 / 21;39506;2018-04-03 08:08:21:171
3.0269;4.7926;10.4207;2.7116;5.159;7.8869;-0.5685;-0.852;-0.8662;-0.0377;0.0957;0.0649;50.0;-19.24;-141.56;-65.79;182.36;-31.74;-18.97;5.0;45.128;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;16 / 23;40007;2018-04-03 08:08:21:672
2.0398;4.8476;8.4969;2.685;4.9547;8.0257;0.4925;-0.8211;0.1525;0.0039;-0.0035;0.1139;45.0;-19.54;-141.03;-65.88;181.3;-30.35;-18.5;5.0;43.728;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;16 / 23;40506;2018-04-03 08:08:22:171
2.4377;4.8033;8.126;2.7746;4.8003;8.0888;-0.8425;-0.0985;-1.0909;-0.0281;-0.0185;0.0854;43.0;-20.81;-140.94;-66.18;181.0;-29.31;-18.93;5.0;44.297;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 22;41007;2018-04-03 08:08:22:672
2.9904;4.4504;8.7159;2.8316;4.6434;8.1603;-0.146;-0.0249;0.4719;-0.0338;0.0368;0.0408;43.0;-21.51;-140.12;-66.61;180.75;-28.26;-19.14;5.0;44.13;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 22;41507;2018-04-03 08:08:23:172
