sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
4.3884;4.4217;6.6981;4.2226;4.3813;7.6905;0.4556;-0.3179;0.4615;0.0206;-0.0136;-0.0079;185.0;-24.61;-136.47;-84.57;192.89;-26.54;-28.77;5.0;42.075;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;16 / 20;674007;2018-04-03 08:18:55:672
3.4678;3.7044;3.4678;4.2201;4.3017;7.7367;-0.3718;-1.1555;-1.2527;-0.0018;-0.0084;7.0E-4;153.0;-25.08;-137.78;-84.83;192.49;-26.32;-28.7;5.0;42.509;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;16 / 20;674507;2018-04-03 08:18:56:172
4.4369;3.3982;7.9771;4.2379;4.2831;7.7373;-0.2206;-0.5046;1.4789;-0.0347;0.0617;-0.0251;170.0;-24.47;-138.23;-84.68;192.88;-25.9;-28.71;5.0;50.822;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;14 / 18;675006;2018-04-03 08:18:56:671
3.5467;3.5262;4.8694;4.2768;4.1836;7.7703;-0.1994;-0.6688;1.3703;3.0E-4;-0.0083;-0.0121;170.0;-25.29;-137.04;-85.3;192.21;-25.47;-28.57;5.0;55.16;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;14 / 18;675506;2018-04-03 08:18:57:171
3.8554;4.0179;8.4024;4.2628;4.1354;7.8037;-0.1727;-0.3532;0.6014;-0.0148;0.0307;-0.023;170.0;-24.78;-137.57;-86.39;192.33;-24.94;-28.65;5.0;55.72;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;13 / 18;676007;2018-04-03 08:18:57:672
4.3256;3.4006;7.1821;4.2084;4.0628;7.871;1.105;-0.8274;1.6939;0.0152;-0.0175;-0.0116;170.0;-24.49;-138.33;-87.29;192.7;-24.76;-28.18;5.0;53.945;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;13 / 18;676506;2018-04-03 08:18:58:171
4.8664;3.3623;7.6977;4.2458;4.0661;7.8493;0.0212;-0.0648;0.5904;-0.003;0.0102;-0.035;178.0;-22.43;-137.76;-86.95;193.83;-24.5;-28.41;5.0;46.752;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;13 / 18;677006;2018-04-03 08:18:58:671
4.9148;3.5232;9.009;4.2186;4.0251;7.8849;0.3945;-0.3563;0.6797;-0.0238;0.0215;-0.0324;178.0;-21.16;-137.71;-87.86;194.51;-24.45;-28.25;5.0;47.087;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;13 / 18;677507;2018-04-03 08:18:59:172
4.3495;3.5926;8.3671;4.2348;4.0072;7.8854;-0.1611;-0.4685;-1.023;-0.009;-0.0092;-0.0153;170.0;-18.26;-137.3;-87.51;196.0;-24.12;-28.24;5.0;41.24;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;15 / 19;678007;2018-04-03 08:18:59:672
5.0081;3.8761;8.5023;4.309;3.9457;7.8762;0.1878;0.1784;-2.278;-0.0164;-0.0165;-0.0352;170.0;-19.16;-136.37;-86.02;195.15;-23.88;-28.54;5.0;46.273;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;15 / 19;678507;2018-04-03 08:19:00:172
5.1224;3.5375;9.6467;4.3432;3.9389;7.8608;1.4967;-0.5758;0.5196;0.0259;0.0099;-0.0551;170.0;-22.43;-135.88;-85.38;193.59;-23.68;-28.92;5.0;40.29;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;15 / 19;679007;2018-04-03 08:19:00:672
4.4046;4.1579;6.2351;4.2936;3.944;7.8854;0.9934;0.0346;1.0563;-0.0124;-9.0E-4;-0.039;170.0;-19.2;-134.8;-85.53;195.26;-23.71;-28.57;5.0;39.95;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;15 / 19;679507;2018-04-03 08:19:01:172
4.124;4.1052;7.3304;4.3095;3.9498;7.8738;0.0663;-0.414;-0.0673;-0.0584;0.0048;-0.0255;157.0;-18.64;-135.1;-86.14;195.38;-23.75;-28.69;5.0;39.594;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;15 / 19;680006;2018-04-03 08:19:01:671
4.9495;3.7284;7.386;4.3803;3.9923;7.8131;-0.5091;-0.0764;-2.0383;-0.0251;0.0095;-0.046;163.0;-19.69;-134.91;-85.65;195.26;-23.97;-29.03;5.0;39.539;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;15 / 19;680506;2018-04-03 08:19:02:171
5.1134;3.1607;7.9071;4.4246;3.9684;7.8003;1.4649;0.0189;-0.0497;-0.0511;-0.0027;-0.063;157.0;-23.84;-135.25;-85.58;193.71;-23.87;-29.56;5.0;38.264;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;16 / 19;681007;2018-04-03 08:19:02:672
5.5358;2.9244;7.669;4.5212;3.9958;7.7306;0.5019;0.0532;0.1622;0.0439;-0.0562;-0.0738;153.0;-20.25;-134.53;-86.2;196.39;-24.05;-30.32;5.0;49.771;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;16 / 19;681507;2018-04-03 08:19:03:172
3.7639;3.577;5.9689;4.5119;3.9527;7.7581;0.2903;-0.1879;0.6728;-0.0296;0.0022;-0.0406;160.0;-20.58;-134.37;-85.9;195.84;-23.77;-30.18;5.0;43.612;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;16 / 20;682006;2018-04-03 08:19:03:671
3.5401;4.3918;6.88;4.6661;3.8927;7.697;0.7763;-0.1613;-0.7336;-0.0209;-0.0547;-0.0311;160.0;-20.69;-133.13;-85.46;196.37;-23.39;-31.23;5.0;40.971;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;16 / 20;682507;2018-04-03 08:19:04:172
5.7188;3.9629;8.2552;4.7073;3.9036;7.6664;0.7671;-0.1565;-2.0895;-0.0069;-0.0437;-0.0476;160.0;-20.53;-132.73;-85.16;196.66;-23.46;-31.55;5.0;41.152;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;11 / 14;683007;2018-04-03 08:19:04:672
5.3443;4.5898;9.3876;4.6793;3.9849;7.6417;1.5648;1.1236;0.9046;0.018;-0.0124;-0.0813;160.0;-20.21;-131.8;-85.07;197.55;-23.6;-31.79;5.0;47.024;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;11 / 14;683506;2018-04-03 08:19:05:171
4.9244;4.2686;8.7458;4.7025;4.0216;7.6082;2.6002;-0.238;0.6087;-0.0385;-0.034;-0.0447;142.0;-20.73;-131.31;-83.92;196.77;-23.98;-31.48;5.0;40.916;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;16 / 19;684007;2018-04-03 08:19:05:672
5.6147;4.2213;7.8879;4.7584;4.0749;7.5448;0.5957;0.3318;0.8742;-0.0096;-0.031;-0.0564;153.0;-21.95;-129.42;-80.54;196.17;-24.43;-32.11;5.0;47.101;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;16 / 19;684507;2018-04-03 08:19:06:172
4.4805;3.9455;5.4281;4.7383;4.1538;7.5143;-0.6571;-0.0607;-0.8882;0.0135;-0.0112;-0.0676;150.0;-24.13;-129.61;-84.09;196.59;-25.06;-32.23;5.0;37.654;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;15 / 17;685006;2018-04-03 08:19:06:671
5.9766;4.4773;7.9454;4.7701;4.2082;7.4637;-1.0067;-0.0074;-1.2821;0.0236;-0.0443;-0.0547;138.0;-24.98;-132.03;-87.69;197.37;-25.22;-32.14;5.0;27.377;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;15 / 17;685506;2018-04-03 08:19:07:171
5.7254;4.4163;8.4197;4.7431;4.2528;7.4557;-0.0117;0.0878;-1.1125;-0.0556;-0.034;-0.0297;153.0;-25.19;-131.26;-87.19;197.67;-25.7;-32.46;5.0;32.618;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;17 / 19;686007;2018-04-03 08:19:07:672
4.1934;4.6496;5.5651;4.7526;4.2933;7.4263;0.6993;-0.0307;1.7292;-0.0398;-0.0151;-0.0444;138.0;-25.96;-131.19;-87.06;197.15;-25.82;-32.39;5.0;43.123;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;17 / 19;686507;2018-04-03 08:19:08:172
4.6773;4.3026;7.3101;4.767;4.3295;7.396;-0.5472;0.0392;-0.3574;0.0059;-0.0258;-0.0594;153.0;-25.72;-130.17;-86.12;197.49;-26.2;-32.8;5.0;40.094;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;17 / 19;687007;2018-04-03 08:19:08:672
4.9866;4.2099;7.6923;4.7737;4.3631;7.3719;0.1893;-0.114;-0.4381;-0.011;-0.0249;-0.0525;155.0;-25.45;-129.83;-86.45;198.14;-26.48;-32.8;5.0;25.468;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;17 / 19;687507;2018-04-03 08:19:09:172
5.1559;4.4067;7.5535;4.785;4.3916;7.3476;0.5001;-0.1817;-1.0144;-0.0207;-0.0256;-0.0506;161.0;-26.04;-129.57;-86.42;197.95;-26.6;-33.07;5.0;28.125;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;15 / 17;688007;2018-04-03 08:19:09:672
5.327;4.5999;6.5862;4.7663;4.4296;7.337;-0.1181;-0.3527;-0.7235;0.0203;-0.0532;-0.0418;161.0;-25.67;-129.13;-86.74;198.52;-26.74;-32.92;5.0;43.85;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;15 / 17;688506;2018-04-03 08:19:10:171
5.0141;4.8147;8.1236;4.803;4.4692;7.2888;0.5773;-0.9373;0.7448;-0.0525;-0.0153;-0.0456;161.0;-23.39;-125.75;-79.79;198.09;-27.11;-33.38;5.0;40.153;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;16 / 18;689007;2018-04-03 08:19:10:672
5.263;4.4085;6.1729;4.8301;4.5167;7.2415;0.9777;0.3039;0.9834;0.0642;-0.0344;-0.0744;153.0;-23.92;-125.63;-79.58;198.03;-27.42;-33.7;5.0;35.459;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;16 / 18;689506;2018-04-03 08:19:11:171
6.0078;4.5258;8.9557;4.8178;4.5135;7.2517;-0.3443;-0.7877;-0.0014;0.0243;-0.0188;-0.0666;153.0;-26.26;-126.75;-83.91;198.56;-27.4;-33.6;5.0;32.577;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;15 / 17;690007;2018-04-03 08:19:11:672
5.1541;4.7734;8.0506;4.7624;4.5656;7.2557;-0.5167;-0.1268;-0.8002;-0.0437;0.0026;-0.0438;158.0;-27.54;-128.25;-87.09;198.61;-27.75;-33.28;5.0;32.859;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;15 / 17;690507;2018-04-03 08:19:12:172
3.8979;4.3678;7.6995;4.7403;4.5751;7.2642;0.863;-0.2959;-1.1334;-0.0549;-0.01;-0.0316;152.0;-27.66;-128.16;-87.11;198.48;-27.81;-33.13;5.0;29.81;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;15 / 17;691007;2018-04-03 08:19:12:672
5.5525;4.1112;9.5216;4.7263;4.5901;7.2639;0.9991;-0.6101;0.9535;-0.0338;0.0116;-0.0588;157.0;-27.54;-128.09;-87.51;198.94;-27.86;-33.07;5.0;45.263;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;15 / 17;691506;2018-04-03 08:19:13:171
5.6111;3.8498;6.6796;4.712;4.6226;7.2525;-0.5107;-0.2725;-0.6429;0.0374;-0.0381;-0.0608;157.0;-28.11;-128.08;-87.08;198.46;-27.91;-33.05;5.0;42.183;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;14 / 17;692007;2018-04-03 08:19:13:672
4.5822;4.1986;7.8969;4.751;4.5679;7.2617;-0.2068;0.1306;0.9212;-0.0536;-0.0053;-0.0382;157.0;-28.53;-127.31;-86.39;197.52;-27.84;-32.98;5.0;40.083;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;14 / 17;692507;2018-04-03 08:19:14:172
4.0869;4.168;8.0459;4.769;4.5942;7.2333;0.6786;0.1339;0.6131;-0.0263;-0.0168;-0.0529;157.0;-23.94;-126.99;-86.19;200.67;-27.94;-33.4;5.0;36.69;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;15 / 18;693006;2018-04-03 08:19:14:671
5.068;3.9174;7.8185;4.7618;4.5781;7.2482;0.4504;-0.4838;-1.396;0.0432;-0.0359;-0.0644;160.0;-22.33;-125.16;-84.22;201.11;-27.81;-33.4;5.0;41.317;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;15 / 18;693506;2018-04-03 08:19:15:171
5.4933;4.3786;7.742;4.7621;4.5527;7.264;0.2466;-0.7546;2.7832;-0.0451;-0.0295;-0.0273;152.0;-29.51;-125.63;-86.05;197.51;-27.83;-33.3;5.0;32.956;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;17 / 18;694006;2018-04-03 08:19:15:671
4.7575;4.7124;6.8213;4.7601;4.542;7.272;0.902;-0.3481;0.6033;-0.0289;-0.0265;-0.0439;152.0;-29.68;-125.98;-87.06;197.55;-27.58;-33.02;5.0;36.292;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;17 / 18;694506;2018-04-03 08:19:16:171
4.7013;3.6931;5.138;4.7903;4.5479;7.2485;0.353;-0.0736;1.1278;-0.0181;-0.04;-0.0496;152.0;-30.22;-126.36;-87.39;197.77;-27.59;-33.21;5.0;42.75;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;17 / 18;695007;2018-04-03 08:19:16:672
4.803;3.9695;7.4028;4.8293;4.5321;7.2324;0.3459;-0.7644;-0.9985;0.0067;-0.0395;-0.0589;152.0;-22.35;-125.14;-86.09;202.28;-27.66;-33.71;5.0;43.049;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;17 / 18;695507;2018-04-03 08:19:17:172
6.1226;4.4725;6.3954;4.837;4.5199;7.2349;0.0011;-0.9817;0.7201;-0.0528;-0.0166;-0.0451;157.0;-24.34;-124.05;-85.89;201.45;-27.53;-33.73;5.0;34.981;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;15 / 15;696006;2018-04-03 08:19:17:671
6.6987;4.3672;8.8935;4.866;4.5449;7.1997;-0.0503;-0.4767;-1.8361;-0.0205;-0.0468;-0.0553;157.0;-31.89;-124.55;-86.18;196.77;-27.41;-33.67;5.0;32.952;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;15 / 15;696506;2018-04-03 08:19:18:171
4.9716;3.8893;7.4836;4.8676;4.5084;7.2216;1.127;-0.5491;0.1013;-0.0285;-0.0206;-0.0488;162.0;-32.28;-124.38;-85.54;197.52;-27.61;-34.05;5.0;36.066;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;16 / 16;697006;2018-04-03 08:19:18:671
4.4069;4.1214;6.4349;4.8264;4.4958;7.257;0.0726;0.2905;1.1525;-0.0667;-0.0102;-0.0266;162.0;-28.24;-124.75;-86.12;199.12;-27.3;-33.86;5.0;35.688;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;16 / 16;697506;2018-04-03 08:19:19:171
4.5649;4.6927;5.4359;4.8161;4.488;7.2686;0.5571;-0.5145;2.1791;-0.0093;-0.0268;-0.0487;159.0;-24.69;-122.87;-85.84;200.79;-27.24;-33.53;5.0;39.413;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;15 / 15;698006;2018-04-03 08:19:19:671
5.4903;4.3296;8.1978;4.81;4.4854;7.2743;0.9468;-0.4448;1.6374;-0.0096;-0.0299;-0.044;159.0;-25.81;-122.04;-85.15;200.14;-27.28;-33.65;5.0;45.794;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;15 / 15;698507;2018-04-03 08:19:20:172
3.908;3.7062;6.8052;4.8085;4.474;7.2823;0.6643;-0.535;0.3451;-4.0E-4;-0.0428;-0.0429;159.0;-31.53;-122.18;-84.02;195.94;-27.14;-33.44;5.0;44.091;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;19 / 19;699007;2018-04-03 08:19:20:672
3.996;3.6991;7.2173;4.811;4.4363;7.3037;0.0396;-0.5404;-1.0178;-0.0104;0.0138;-0.0596;159.0;-34.25;-122.95;-84.73;195.19;-27.0;-33.6;5.0;37.155;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;19 / 19;699507;2018-04-03 08:19:21:172
5.2749;3.9144;8.7314;4.8448;4.3882;7.3104;0.747;-0.5474;1.9916;0.0236;-0.0473;-0.0453;167.0;-29.21;-122.6;-84.42;197.27;-26.58;-33.53;5.0;39.666;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;19 / 19;700006;2018-04-03 08:19:21:671
5.5052;3.1439;6.7346;4.8625;4.3767;7.3055;0.7486;-0.4692;0.4539;0.0087;-0.036;-0.0501;167.0;-27.44;-121.43;-82.93;198.19;-26.42;-33.51;5.0;41.672;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;19 / 19;700506;2018-04-03 08:19:22:171
5.2983;4.0568;4.4177;4.8684;4.3622;7.3102;0.7641;-0.4848;1.2866;0.008;-0.0221;-0.0624;167.0;-29.1;-120.95;-82.41;196.74;-26.41;-33.66;5.0;35.634;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;16 / 17;701007;2018-04-03 08:19:22:672
5.3988;4.3828;8.3952;4.8669;4.3145;7.3395;-0.0619;-0.4227;0.6309;-0.0065;-0.0348;-0.0478;167.0;-36.33;-122.18;-84.5;193.7;-26.1;-33.55;5.0;39.146;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;16 / 17;701507;2018-04-03 08:19:23:172
4.6564;4.7256;5.0411;4.8556;4.3174;7.3454;0.104;-0.4963;-1.1829;-0.0304;0.0049;-0.0594;167.0;-36.2;-122.12;-84.01;193.11;-26.12;-33.47;5.0;34.147;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;18 / 19;702006;2018-04-03 08:19:23:671
4.4536;4.18;7.3902;4.8686;4.2755;7.3612;0.3809;-0.0886;0.66;0.003;-0.0383;-0.0477;167.0;-36.56;-121.11;-85.07;193.03;-25.96;-33.42;5.0;29.714;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;18 / 19;702507;2018-04-03 08:19:24:172
5.2887;4.4247;9.5426;4.9211;4.2897;7.3179;0.0463;-0.6178;-1.088;-0.0222;-0.0209;-0.0362;176.0;-33.78;-122.33;-86.18;195.18;-25.85;-33.48;5.0;40.129;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;15 / 18;703007;2018-04-03 08:19:24:672
4.7132;4.2219;8.68;4.8926;4.2827;7.3411;-0.7985;0.0308;-0.8714;0.0022;-0.0149;-0.0321;176.0;-37.49;-121.06;-84.56;193.57;-25.85;-33.89;5.0;35.488;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;15 / 18;703507;2018-04-03 08:19:25:172
4.5296;4.0723;6.271;4.902;4.3099;7.3189;0.3149;-0.0954;0.2966;-0.0493;-0.0081;-0.0088;176.0;-37.96;-121.3;-84.19;192.22;-25.89;-33.68;5.0;32.475;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;15 / 18;704006;2018-04-03 08:19:25:671
4.5882;4.3367;6.4534;4.9034;4.3079;7.3191;-0.9998;0.1182;0.221;-0.0246;-0.0279;-0.0034;166.0;-37.95;-120.5;-83.63;192.42;-26.16;-33.76;5.0;26.462;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;15 / 18;704506;2018-04-03 08:19:26:171
3.6089;4.4366;6.5994;4.922;4.3114;7.3045;-0.8368;-0.5;-1.4899;0.0106;-0.0321;-0.0157;166.0;-37.72;-120.45;-83.38;192.3;-26.08;-33.97;5.0;27.339;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;16 / 19;705006;2018-04-03 08:19:26:671
3.6197;4.7322;6.4235;4.9466;4.3208;7.2824;-0.8546;-0.0964;0.9559;0.002;-0.0167;-0.0195;166.0;-35.77;-122.36;-86.85;195.37;-26.07;-34.11;5.0;37.293;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;16 / 19;705507;2018-04-03 08:19:27:172
4.6091;4.5024;7.2598;4.9125;4.3296;7.3002;-0.5423;0.191;1.1753;-0.0247;-0.016;-0.0034;166.0;-35.31;-122.43;-87.77;196.32;-26.2;-33.94;5.0;39.314;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;12 / 16;706007;2018-04-03 08:19:27:672
4.4201;3.9371;7.5619;4.8321;4.3048;7.3682;-0.7661;-0.3901;-0.2505;-0.018;-0.0059;-0.0124;176.0;-35.96;-122.58;-87.79;195.25;-26.16;-33.71;5.0;32.968;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;12 / 16;706506;2018-04-03 08:19:28:171
3.5348;3.9659;9.6425;4.7679;4.2699;7.43;-0.1243;-0.4425;0.8766;-0.0234;0.0319;0.0032;179.0;-36.09;-121.66;-85.35;192.53;-25.81;-32.69;5.0;40.079;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;15 / 19;707007;2018-04-03 08:19:28:672
3.3457;3.9706;7.6564;4.6434;4.1859;7.5557;0.4195;-0.889;3.439;-0.0235;0.0015;0.0097;179.0;-37.44;-119.56;-82.82;190.05;-25.54;-31.81;5.0;41.135;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;15 / 19;707506;2018-04-03 08:19:29:171
4.2371;3.3832;8.8666;4.5727;4.1443;7.6214;-0.3085;-0.4973;2.1649;-0.0294;0.0295;-0.0033;179.0;-38.01;-120.08;-82.14;187.73;-25.0;-30.96;5.0;40.442;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;15 / 19;708007;2018-04-03 08:19:29:672
5.2636;2.6486;8.6046;4.5435;4.076;7.6755;0.1411;-0.7703;0.2394;-0.0189;-0.0131;0.0083;171.0;-38.15;-120.11;-82.83;187.89;-24.73;-30.79;5.0;38.698;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;15 / 19;708507;2018-04-03 08:19:30:172
3.4283;4.4456;7.1037;4.5289;4.0581;7.6936;-1.6917;-0.3593;-2.7362;-0.006;-0.0063;-0.0126;161.0;-38.24;-119.96;-82.37;187.01;-24.44;-30.48;5.0;40.062;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;14 / 18;709007;2018-04-03 08:19:30:672
3.8027;3.4017;5.397;4.5282;3.941;7.7546;1.3071;-0.6816;-0.1197;-0.0303;0.0202;-0.0259;153.0;-38.28;-119.66;-82.45;186.88;-24.1;-30.44;5.0;48.599;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;14 / 18;709506;2018-04-03 08:19:31:171
6.1878;2.8299;10.6259;4.5451;3.927;7.7519;0.7608;0.2172;-0.4981;-0.0303;0.0254;-0.031;153.0;-39.44;-119.18;-82.89;186.56;-23.61;-30.38;5.0;62.081;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;17 / 20;710006;2018-04-03 08:19:31:671
4.7713;3.1978;7.4417;4.4652;3.8354;7.8436;-0.5368;-0.8589;0.5682;-0.0375;0.0061;-0.0188;169.0;-39.16;-119.46;-82.9;186.07;-23.33;-30.03;5.0;42.212;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;17 / 20;710506;2018-04-03 08:19:32:171
3.8381;3.5782;7.13;4.4183;3.8107;7.8821;-0.0902;-0.2409;-2.3931;-0.0113;-0.013;-0.0233;158.0;-39.24;-119.44;-83.18;185.06;-22.87;-29.27;5.0;54.827;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;14 / 17;711006;2018-04-03 08:19:32:671
6.3451;2.8376;11.0877;4.4643;3.7231;7.8981;0.934;-0.5479;-0.2649;-0.0361;-0.0336;-0.0425;153.0;-39.38;-119.33;-82.91;185.22;-22.31;-29.48;5.0;58.149;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;14 / 17;711507;2018-04-03 08:19:33:172
5.8253;3.2809;7.1773;4.5078;3.6858;7.8908;1.256;-1.3222;-0.4753;-0.0401;0.0085;-0.0815;158.0;-39.61;-119.6;-83.02;184.8;-22.08;-29.74;5.0;52.548;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;15 / 19;712006;2018-04-03 08:19:33:671
5.1362;3.5244;6.3565;4.6226;3.6911;7.8216;1.0859;-0.2565;-2.7004;0.0068;-0.0205;-0.0803;153.0;-40.01;-119.29;-83.36;185.35;-22.18;-30.13;5.0;59.432;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;15 / 19;712507;2018-04-03 08:19:34:172
4.8741;3.4807;6.8261;4.6611;3.7039;7.7927;1.2795;-0.6065;1.075;-0.026;-0.0371;-0.0666;153.0;-40.04;-119.5;-83.03;185.81;-22.11;-30.58;5.0;62.856;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;14 / 17;713006;2018-04-03 08:19:34:671
5.4413;3.4706;6.207;4.7775;3.7423;7.7033;0.6616;-0.2586;-1.5313;-0.0167;-0.029;-0.0782;148.0;-41.85;-120.0;-82.37;185.11;-22.33;-31.36;5.0;60.879;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;14 / 17;713506;2018-04-03 08:19:35:171
6.0945;3.5316;9.3075;4.8284;3.771;7.6574;1.2767;-0.4393;-0.5346;-0.0576;-0.0275;-0.0651;138.0;-45.84;-120.3;-79.83;182.32;-22.43;-31.81;5.0;62.972;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;13 / 16;714006;2018-04-03 08:19:35:671
6.3745;3.732;8.2827;4.9537;3.8126;7.5562;1.0204;-0.7;2.4584;-0.0124;-0.029;-0.0993;138.0;-42.37;-120.11;-81.88;186.81;-22.67;-32.73;5.0;61.029;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;13 / 16;714507;2018-04-03 08:19:36:172
5.6339;3.6279;8.3001;4.988;3.8225;7.5286;-0.3586;-0.2692;-0.6559;-0.0129;-0.0137;-0.0787;143.0;-42.44;-121.13;-81.17;187.29;-22.94;-33.53;5.0;28.747;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;15 / 17;715006;2018-04-03 08:19:36:671
4.5039;3.9808;8.2146;5.0174;3.8537;7.493;1.1675;-0.5044;0.5158;-0.0281;-0.0472;-0.0758;132.0;-42.57;-121.13;-80.86;186.71;-23.14;-33.51;5.0;44.277;42.48628;-83.43648;735.48;NaN;100.08;14.680644;266.6;15 / 17;715507;2018-04-03 08:19:37:172
